# COL 1: Zenith Angle (deg)
# COL 2: ADC Angle (deg)
0, 0.0024
5, -4.2958
10, -8.6487
15, -13.3362
20, -18.2853
25, -22.3624
30, -28.3316
35, -32.2835
40, -36.9691
45, -42.7865
50, -50.535
55, -62.3942
60, -89.9972
